path,relative_path,top_folder,raw_class,class,extension,format,mode,file_size_mb,width,height,megapixels,aspect_ratio,orientation,sha256,phash_int,phash
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Панорамы\6.jpg",Панорамы\6.jpg,Панорамы,Панорамы,Панорамы,.jpg,JPEG,RGB,140.597934,22166,16515,366.07149,1.3421737814108385,landscape,90d3baadba3e547a16ae47a124c2ad401f9d61e5a0ebd38acfe20643415cbb5a,12740804359071359209,b0d06e0f973260e9
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Панорамы\7.jpg",Панорамы\7.jpg,Панорамы,Панорамы,Панорамы,.jpg,JPEG,RGB,140.597934,22166,16515,366.07149,1.3421737814108385,landscape,90d3baadba3e547a16ae47a124c2ad401f9d61e5a0ebd38acfe20643415cbb5a,12740804359071359209,b0d06e0f973260e9
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Панорамы\8.jpg",Панорамы\8.jpg,Панорамы,Панорамы,Панорамы,.jpg,JPEG,RGB,127.741654,21662,15879,343.970898,1.364191699729202,landscape,117608660924b374439d7e424f7c65b0e6cd7deafed5a86c30a25d115b8c5b66,11687336181198801525,a231c255aaecca75
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Панорамы\9.jpg",Панорамы\9.jpg,Панорамы,Панорамы,Панорамы,.jpg,JPEG,RGB,74.829908,18317,12151,222.569867,1.507447946671056,landscape,eb38eba0271f6920ec58db4edaddf652827d2bc025ee9d455bc816ef7445ab01,16253983172083069548,e191bf93e530326c
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\2550374-2 10х.JPG",Фото руд по сортам. ч1\Оталькованные руды\2550374-2 10х.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.782223,2272,1704,3.871488,1.3333333333333333,landscape,798985691527737fd91eceb92cd1bff411dc7ac1b9031cb25e6cc0e24918969b,11215782531124795794,9ba676c9cdb99992
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\2550375-1 10х.JPG",Фото руд по сортам. ч1\Оталькованные руды\2550375-1 10х.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.772018,2272,1704,3.871488,1.3333333333333333,landscape,8d9957e38647fd965a76847165e163af7307b446700b0b0b693f3565e62cacde,15139197056861049914,d2193b8326d7943a
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\2550375-3 5х.JPG",Фото руд по сортам. ч1\Оталькованные руды\2550375-3 5х.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.759316,2272,1704,3.871488,1.3333333333333333,landscape,75205b77d20df13a9cd16e115d2fb2ac6c8272dae8be4b825ab27fbe2f1a1315,9756830084414448809,87673944935e24a9
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\2550376-1 5x.JPG",Фото руд по сортам. ч1\Оталькованные руды\2550376-1 5x.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.846909,2272,1704,3.871488,1.3333333333333333,landscape,ee9cc99f7ce308b369f5ed0f3cad7e30e62912ae9639c585cc4cfb4e3206b672,10843587679539922540,967c298af1c7866c
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\2550376-2 10x.JPG",Фото руд по сортам. ч1\Оталькованные руды\2550376-2 10x.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.837055,2272,1704,3.871488,1.3333333333333333,landscape,79a0a4539c3fa9defa3055183345c11ff225c8602d7dc62cacbdbfced1992d83,9447755767764589780,831d2bd07e419cd4
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\2550377-1 5x.JPG",Фото руд по сортам. ч1\Оталькованные руды\2550377-1 5x.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.824714,2272,1704,3.871488,1.3333333333333333,landscape,154d4481bcab36998f993e95de66bb44e86d556e730b8015dfd8340f944a4b44,11255399459771299128,9c33362ccccab538
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\2550378-1 5x.JPG",Фото руд по сортам. ч1\Оталькованные руды\2550378-1 5x.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.767766,2272,1704,3.871488,1.3333333333333333,landscape,fef121e41d19c25a8ab668c43ff642f7ea544cd1d8e619ebb9ba0093d7052c3d,9468029425617893784,836532994ce67998
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\2550381-1 10x.JPG",Фото руд по сортам. ч1\Оталькованные руды\2550381-1 10x.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.851466,2272,1704,3.871488,1.3333333333333333,landscape,75c551d27d961157a6b07264d57faff65276ed4887ed7e66cd9b56b09430137b,10534602117701702227,92326ccfb3b01253
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\2550381-2 10x.JPG",Фото руд по сортам. ч1\Оталькованные руды\2550381-2 10x.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.841937,2272,1704,3.871488,1.3333333333333333,landscape,389f41e8c4f16eaf1ba4494f064910532dc4b926451396e4141f439e8658a4da,10850981181483358010,96966de4c2c3973a
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\2550382-1 10x.JPG",Фото руд по сортам. ч1\Оталькованные руды\2550382-1 10x.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.83094,2272,1704,3.871488,1.3333333333333333,landscape,9f6dade6f478b3ffd4a0afc2feb49bd0e14f8fea5efaf038f39d32d239866374,10260652116523191909,8e6528bc99398e65
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3042.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3042.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.801491,2272,1704,3.871488,1.3333333333333333,landscape,1210e02d9fd8421a92197436c15c4ab518baab7b1d89ff75e024124d0bbe148a,10118805170639741376,8c6d37b0e35e21c0
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3048.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3048.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.811325,2272,1704,3.871488,1.3333333333333333,landscape,d96bb9708768bda97dc33777800ffc8a53d86a9c125c33e2caf516d1541371f2,10541357883283510233,924a6d24f36093d9
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3051.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3051.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.801085,2272,1704,3.871488,1.3333333333333333,landscape,167f4e8b57474b188c6ca1f5e7c3f8a83326198e0da2a57c36eadfc53f70ab3d,14932613268341647544,cf3b4ca6b3c9e8b8
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3052.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3052.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.830297,2272,1704,3.871488,1.3333333333333333,landscape,4b4895421f8430773e1e0fd1b96f97788e8aca7442b525be6d8b89505839c6e5,10456348654092169415,911c69b366cc30c7
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3053.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3053.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.832592,2272,1704,3.871488,1.3333333333333333,landscape,c5b01c20f4104d0f4e1cb27d798fede901f639f8477843e580412e538e120a52,12709787479780104076,b0623c5f9f00178c
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3056.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3056.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.822895,2272,1704,3.871488,1.3333333333333333,landscape,85dd7f4aff0bed1be0a6753c05a29be704b4032814bb878b375d0e7cc00611e4,9604615209562844569,854a72a54a4ead99
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3057.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3057.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.82306,2272,1704,3.871488,1.3333333333333333,landscape,cbf96d992455ffb4b5f554eb68a0ee8dd39d7ee32b9f61b4ac0dd86543348ebf,14167230328684766019,c49c1cec38656343
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3066.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3066.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.848431,2272,1704,3.871488,1.3333333333333333,landscape,2b49844653a2d222caa7ad0e072e346947ba6891ab7ca95c4d1e3199b6d0d410,11089671366501280275,99e66d5a2c212a13
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4695.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4695.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.797881,2272,1704,3.871488,1.3333333333333333,landscape,bc1d047e6b0a66d2bc757e72d17eb90ae55860d23348007f4ae564542b0ba2c7,11155212921463666986,9acf470c99b0792a
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4708.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4708.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.80157,2272,1704,3.871488,1.3333333333333333,landscape,4072f0b666cae029335ebba34c1ced7c32752d28c02615220eeda5aeeb94a74b,11245019475354790421,9c0e55a258df2a15
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4714.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4714.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.813127,2272,1704,3.871488,1.3333333333333333,landscape,2dd718900e1c82b9702cb83940efae448db2325f9a016aa1617e4e913448c7e0,10476329740507177801,916366649cca6349
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4715.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4715.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.819645,2272,1704,3.871488,1.3333333333333333,landscape,6a470ea774169de79f9139d9ece14d8bbb7d085b9864fc5d02d923f4e66683de,9840177105560323141,888f54f127dac445
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4717.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4717.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.781797,2272,1704,3.871488,1.3333333333333333,landscape,b0ba54c600d2cacf3bcdc39eb023849fc9192f2fc52301e6e223412e025694e9,11363266083333759190,9db26e4c315a60d6
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4718.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4718.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.811585,2272,1704,3.871488,1.3333333333333333,landscape,7ed063a090f5ccfeca1cd021f19dbfd4b24d4d35172c7f1d943b686a398aa8e4,15279886637197703928,d40d0ff0b2683af8
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4719.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4719.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.807565,2272,1704,3.871488,1.3333333333333333,landscape,05d4ef6934d4d395616d8c80464885138545f4f8cfb226bc98e4f843f0b7b049,10471544367376761320,9152661f1b3c01e8
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4720.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4720.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.821788,2272,1704,3.871488,1.3333333333333333,landscape,6b6fec182b6c2f5ebeb71c3be3e747fa8766ca55e7a0488b0cd0cd7a5ae0397b,11009092609983393998,98c827666d7030ce
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4721.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4721.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.799028,2272,1704,3.871488,1.3333333333333333,landscape,e614f220feb2c037597b9f8ee27e76dda53d8515d76f08a57dbe788b6d7795a6,13008657192628049710,b48808cb3b6cd72e
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4727.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4727.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.832057,2272,1704,3.871488,1.3333333333333333,landscape,6798fd71f9cc0cae8668ea5fa79aaec8a46cb9212b4631946618e8867622c7df,12786942593751637524,b174588a77e0de14
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4728.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4728.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.773672,2272,1704,3.871488,1.3333333333333333,landscape,9c347a28b6d79f141bac5ef9a6bee1c67a9730a9246d0d47e223876fad45f545,15441195487884483666,d64a257c3ab81c52
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4730.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4730.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.767871,2272,1704,3.871488,1.3333333333333333,landscape,c2a65604660ad30d20ff94b518eace3eaddcd1c5153540fbfe00fe0651e5a041,14280123673840094620,c62d30d26fe28d9c
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4731.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4731.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.776968,2272,1704,3.871488,1.3333333333333333,landscape,68fc09a9bbf18bb72a606702740d0e36e2b98de55cc3aee9b10ee5c13eae0cc2,14296147720024650528,c6661e9b6c947320
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4732.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4732.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.808337,2272,1704,3.871488,1.3333333333333333,landscape,4b944c609aff117506517b4397c63fe371c0823ea8e9ac474ade5b9eb6901337,11190083403618996907,9b4b299167b452ab
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4733.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4733.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.759025,2272,1704,3.871488,1.3333333333333333,landscape,33cd3ae3c9a29524e0acee3fa1f4242251d6594de9d776c0d5de5d041edbe59c,13918997251913710725,c12a36412df47c85
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4734.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4734.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.833883,2272,1704,3.871488,1.3333333333333333,landscape,e1971400c8778321e71548f67ce305a8cb454eadb080921acb0aa2b9c3954a77,10465045433771889222,913b4f60364c1246
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4735.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4735.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.825638,2272,1704,3.871488,1.3333333333333333,landscape,e848d7c2997c83bdbd915be457e63ab45a870fe0381921115303d419f2cb85a0,9555555636142649418,849c27393bc3b04a
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4754.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4754.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.750848,2272,1704,3.871488,1.3333333333333333,landscape,5beae7e415692e3399afdacfa4de9ba9e389c3f25afb5083ab371250b5676be9,10542409106362210607,924e2939e590192f
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4755.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4755.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.804507,2272,1704,3.871488,1.3333333333333333,landscape,ccabf07e82aa79e9cf8d4f11f2817a89778a3468cf465c0231d7bfb8694d8c10,9667601843329764853,862a38a7c5950df5
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN5032.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN5032.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.804566,2272,1704,3.871488,1.3333333333333333,landscape,417cb2b32d73107eb0023d9b4d80f4f016e5e3b26a8a3c81b380d89fc8ff9e28,11048286637767186737,9953662924ced931
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN5180.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN5180.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.785773,2272,1704,3.871488,1.3333333333333333,landscape,acd84c230285f4d34e363da244f0d1705b37701d2d9bf1d607c08b69e847182d,14215342977531797979,c5470b1f382061db
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN5183.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN5183.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.799233,2272,1704,3.871488,1.3333333333333333,landscape,dd690a928547176a1d3f3bb5a434f6ff2d61265caaf194eff4c4fe722bc341c6,10829836511564816419,964b4eeda7606023
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN5185.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN5185.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.83503,2272,1704,3.871488,1.3333333333333333,landscape,f6d9d3876fcefde089b14530235b4c7343e6baaf2b29cabb6b9953069ec59c7a,9625661779703811802,85953863c34cceda
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN5186.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN5186.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,0.817876,2272,1704,3.871488,1.3333333333333333,landscape,d1d9f3579c224d94dd4798872eb8d58f8decef4cd617d767093a531ddd6a3e51,14292201117466436943,c65819316907254f
"C:\Users\Vladimir\Yandex.Disk\Загрузки\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\2550374-2 10х.JPG",Фото руд по сортам. ч1\Оталькованные руды\Области оталькования\2550374-2 10х.JPG,Фото руд по сортам. ч1,Оталькованные руды,Оталькованные руды,.jpg,JPEG,RGB,1.826601,2272,1704,3.871488,1.3333333333333333,landscape,74a1dfcb98b748c81ac8daa827fab657ba1a7e93945640c6560f2ac803338b0c,11215782531124795794,9ba676c9cdb99992
