path,source_folder,label_3class,label_ru
remaining_dataset_clean/images_by_class/ordinary/ordinary_00078.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00079.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00080.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00081.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00082.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00083.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00084.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00085.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00086.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00087.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00088.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00089.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00090.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00091.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00092.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00093.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00094.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00095.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00096.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00097.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00098.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00099.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00100.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00101.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00102.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00103.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00104.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00105.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00106.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00107.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00108.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00109.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00110.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00111.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00112.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00113.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00114.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00115.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00116.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00117.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00118.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00119.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00120.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00121.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00122.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00123.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00124.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00125.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00126.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00127.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00128.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00129.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00130.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00131.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00132.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00133.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00134.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00135.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00136.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00137.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00138.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00139.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00140.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00141.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00142.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00143.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00144.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00145.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00146.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00147.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00148.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00149.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00150.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00151.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00152.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00153.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00154.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00155.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00156.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00157.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00158.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00159.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00160.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00161.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00162.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00163.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00164.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00165.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00166.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00167.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00168.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00169.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00170.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00171.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00172.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00173.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00174.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00175.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00176.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00177.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00178.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00179.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00180.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00181.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00182.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00183.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00184.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00185.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00186.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00187.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00188.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00189.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00190.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00191.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00192.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00193.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00194.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00195.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00196.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00197.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00198.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00199.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00200.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00201.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00202.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00203.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00204.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00205.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00206.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00207.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00208.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00209.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00210.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00211.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00212.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00213.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00214.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00215.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00216.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00217.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00218.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00219.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00220.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00221.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00222.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00223.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00224.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00225.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00226.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00227.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00228.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00229.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00230.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00231.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00232.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00233.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00234.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00235.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00236.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00237.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00238.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00239.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00240.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00241.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00242.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00243.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00244.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00245.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00246.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00247.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00248.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00249.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00250.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00251.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00252.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00253.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00254.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00255.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00256.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00257.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00258.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00259.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00260.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00261.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00262.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00263.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00264.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00265.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00266.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00267.jpg,ordinary,ordinary,Рядовая руда
remaining_dataset_clean/images_by_class/ordinary/ordinary_00268.jpg,ordinary,ordinary,Рядовая руда
